round,stadium,home_team,home_score,away_score,away_team,year
1,Maracanã,Flamengo,3.0,1.0,Santos,2008
2,Mineirão,Cruzeiro,1.0,0.0,Botafogo,2008
2,Ilha do Retiro,Sport,0.0,0.0,Vitória,2008
2,São Januário,Vasco,3.0,1.0,Portuguesa,2008
2,Ligga Arena,Athletico-PR,1.0,1.0,São Paulo,2008
2,Serra Dourada,Goiás,1.0,1.0,Atlético-MG,2008
2,Maracanã,Fluminense,0.0,2.0,Náutico,2008
2,Olímpico,Grêmio,0.0,0.0,Flamengo,2008
2,Vila Belmiro,Santos,4.0,0.0,Ipatinga,2008
2,Palestra Itália,Palmeiras,2.0,1.0,Internacional,2008
2,Orlando Scarpelli,Figueirense,2.0,1.0,Coritiba,2008
3,Olímpico,Grêmio,2.0,0.0,Náutico,2008
3,Maracanã,Flamengo,2.0,1.0,Internacional,2008
3,Barradão,Vitória,4.0,0.0,Figueirense,2008
3,Mineirão,Cruzeiro,4.0,0.0,Santos,2008
3,Morumbi,São Paulo,1.0,1.0,Coritiba,2008
3,Ilha do Retiro,Sport,2.0,1.0,Fluminense,2008
3,Serra Dourada,Goiás,1.0,1.0,Ipatinga,2008
3,Ligga Arena,Athletico-PR,1.0,1.0,Atlético-MG,2008
3,Nilton Santos (Engenhão),Botafogo,1.0,1.0,Vasco,2008
3,Pacaembu,Portuguesa,1.0,1.0,Palmeiras,2008
4,São Januário,Vasco,2.0,1.0,Grêmio,2008
4,Beira-Rio,Internacional,1.0,1.0,Sport,2008
4,Orlando Scarpelli,Figueirense,0.0,0.0,Goiás,2008
4,Couto Pereira,Coritiba,1.0,1.0,Cruzeiro,2008
4,Aflitos,Náutico,3.0,0.0,Botafogo,2008
4,Vila Belmiro,Santos,0.0,0.0,São Paulo,2008
4,Ipatingão,Ipatinga,2.0,0.0,Vitória,2008
4,Mineirão,Atlético-MG,2.0,0.0,Portuguesa,2008
4,Palestra Itália,Palmeiras,1.0,0.0,Athletico-PR,2008
4,Maracanã,Fluminense,0.0,1.0,Flamengo,2008
5,Morumbi,São Paulo,5.0,1.0,Atlético-MG,2008
5,Maracanã,Flamengo,5.0,0.0,Figueirense,2008
5,Ipatingão,Ipatinga,0.0,0.0,Náutico,2008
5,Ligga Arena,Athletico-PR,5.0,0.0,Goiás,2008
5,Olímpico,Grêmio,2.0,1.0,Fluminense,2008
5,Ilha do Retiro,Sport,2.0,0.0,Palmeiras,2008
5,Canindé,Portuguesa,3.0,1.0,Internacional,2008
5,Barradão,Vitória,1.0,0.0,Santos,2008
5,Mineirão,Cruzeiro,1.0,0.0,Vasco,2008
5,Nilton Santos (Engenhão),Botafogo,2.0,1.0,Coritiba,2008
6,Mineirão,Atlético-MG,4.0,2.0,Ipatinga,2008
6,Palestra Itália,Palmeiras,5.0,2.0,Cruzeiro,2008
6,Maracanã,Fluminense,1.0,1.0,Santos,2008
6,Orlando Scarpelli,Figueirense,3.0,1.0,Sport,2008
6,Beira-Rio,Internacional,2.0,1.0,Botafogo,2008
6,Maracanã,Flamengo,2.0,4.0,São Paulo,2008
6,Serra Dourada,Goiás,0.0,3.0,Grêmio,2008
6,Canindé,Portuguesa,1.0,0.0,Athletico-PR,2008
6,Couto Pereira,Coritiba,0.0,0.0,Vitória,2008
6,Arruda,Náutico,1.0,1.0,Vasco,2008
7,Mineirão,Cruzeiro,3.0,0.0,Figueirense,2008
7,Nilton Santos (Engenhão),Botafogo,0.0,1.0,Portuguesa,2008
7,Morumbi,São Paulo,1.0,0.0,Sport,2008
7,Couto Pereira,Coritiba,2.0,1.0,Fluminense,2008
7,Barradão,Vitória,2.0,1.0,Internacional,2008
7,São Januário,Vasco,0.0,2.0,Palmeiras,2008
7,Ipatingão,Ipatinga,1.0,3.0,Flamengo,2008
7,Olímpico,Grêmio,3.0,0.0,Athletico-PR,2008
7,Arruda,Náutico,2.0,1.0,Atlético-MG,2008
7,Vila Belmiro,Santos,0.0,4.0,Goiás,2008
8,Canindé,Portuguesa,0.0,0.0,Santos,2008
8,Barradão,Vitória,3.0,0.0,Goiás,2008
8,São Januário,Vasco,4.0,2.0,Ipatinga,2008
8,Ilha do Retiro,Sport,1.0,2.0,Flamengo,2008
8,Ligga Arena,Athletico-PR,1.0,1.0,Coritiba,2008
8,Mineirão,Cruzeiro,1.0,1.0,São Paulo,2008
8,Orlando Scarpelli,Figueirense,1.0,1.0,Atlético-MG,2008
8,Olímpico,Grêmio,1.0,1.0,Internacional,2008
8,Maracanã,Fluminense,0.0,0.0,Botafogo,2008
8,Palestra Itália,Palmeiras,2.0,0.0,Náutico,2008
9,Ligga Arena,Athletico-PR,1.0,0.0,Santos,2008
9,Maracanã,Flamengo,3.0,0.0,Náutico,2008
9,Ilha do Retiro,Sport,1.0,0.0,Cruzeiro,2008
9,Orlando Scarpelli,Figueirense,2.0,1.0,Vasco,2008
9,Beira-Rio,Internacional,3.0,0.0,Coritiba,2008
9,Mineirão,Atlético-MG,1.0,1.0,Palmeiras,2008
9,Canindé,Portuguesa,1.0,2.0,Vitória,2008
9,Morumbi,São Paulo,1.0,1.0,Ipatinga,2008
9,Nilton Santos (Engenhão),Botafogo,2.0,0.0,Grêmio,2008
9,Serra Dourada,Goiás,1.0,0.0,Fluminense,2008
10,Beira-Rio,Internacional,1.0,0.0,Goiás,2008
10,Couto Pereira,Coritiba,4.0,0.0,Portuguesa,2008
10,Barradão,Vitória,5.0,2.0,Botafogo,2008
10,Maracanã,Fluminense,3.0,0.0,Athletico-PR,2008
10,Aflitos,Náutico,2.0,1.0,São Paulo,2008
10,Vila Belmiro,Santos,1.0,1.0,Grêmio,2008
10,Mineirão,Atlético-MG,1.0,1.0,Flamengo,2008
10,Ipatingão,Ipatinga,2.0,2.0,Cruzeiro,2008
10,Palestra Itália,Palmeiras,1.0,1.0,Figueirense,2008
10,São Januário,Vasco,4.0,0.0,Sport,2008
11,Serra Dourada,Goiás,2.0,2.0,Coritiba,2008
11,Maracanã,Fluminense,2.0,1.0,Vitória,2008
11,Ligga Arena,Athletico-PR,1.0,1.0,Internacional,2008
11,Ipatingão,Ipatinga,0.0,1.0,Figueirense,2008
11,Mineirão,Cruzeiro,2.0,1.0,Atlético-MG,2008
11,Morumbi,São Paulo,2.0,1.0,Palmeiras,2008
11,Vila Belmiro,Santos,2.0,2.0,Botafogo,2008
11,Aflitos,Náutico,0.0,2.0,Sport,2008
11,Olímpico,Grêmio,2.0,1.0,Portuguesa,2008
11,Maracanã,Flamengo,3.0,1.0,Vasco,2008
12,Ilha do Retiro,Sport,2.0,2.0,Grêmio,2008
12,Nilton Santos (Engenhão),Botafogo,4.0,0.0,Ipatinga,2008
12,Canindé,Portuguesa,3.0,2.0,Náutico,2008
12,Orlando Scarpelli,Figueirense,3.0,0.0,Santos,2008
12,Palestra Itália,Palmeiras,3.0,1.0,Fluminense,2008
12,Barradão,Vitória,1.0,3.0,São Paulo,2008
12,Mineirão,Cruzeiro,1.0,0.0,Athletico-PR,2008
12,São Januário,Vasco,1.0,1.0,Goiás,2008
12,Couto Pereira,Coritiba,1.0,0.0,Flamengo,2008
12,Beira-Rio,Internacional,1.0,0.0,Atlético-MG,2008
13,Ipatingão,Ipatinga,4.0,1.0,Portuguesa,2008
13,Olímpico,Grêmio,1.0,0.0,Cruzeiro,2008
13,Maracanã,Fluminense,1.0,0.0,Figueirense,2008
13,Serra Dourada,Goiás,3.0,2.0,Palmeiras,2008
13,Vila Belmiro,Santos,1.0,0.0,Sport,2008
13,Aflitos,Náutico,1.0,1.0,Internacional,2008
13,Ligga Arena,Athletico-PR,3.0,1.0,Vasco,2008
13,Morumbi,São Paulo,2.0,1.0,Botafogo,2008
13,Mineirão,Atlético-MG,3.0,2.0,Coritiba,2008
13,Maracanã,Flamengo,0.0,1.0,Vitória,2008
14,Couto Pereira,Coritiba,1.0,0.0,Ipatinga,2008
14,Mineirão,Cruzeiro,0.0,1.0,Goiás,2008
14,Barradão,Vitória,2.0,0.0,Náutico,2008
14,Nilton Santos (Engenhão),Botafogo,4.0,0.0,Atlético-MG,2008
14,Beira-Rio,Internacional,2.0,0.0,São Paulo,2008
14,Maracanã,Vasco,3.0,3.0,Fluminense,2008
14,Canindé,Portuguesa,2.0,2.0,Flamengo,2008
14,Ilha do Retiro,Sport,1.0,0.0,Athletico-PR,2008
14,Palestra Itália,Palmeiras,4.0,2.0,Santos,2008
14,Orlando Scarpelli,Figueirense,1.0,7.0,Grêmio,2008
15,Maracanã,Fluminense,1.0,3.0,Cruzeiro,2008
15,Aflitos,Náutico,1.0,2.0,Coritiba,2008
15,Ipatingão,Ipatinga,1.0,0.0,Internacional,2008
15,Serra Dourada,Goiás,1.0,2.0,Sport,2008
15,Ligga Arena,Athletico-PR,0.0,0.0,Figueirense,2008
15,Vila Belmiro,Santos,5.0,2.0,Vasco,2008
15,Olímpico,Grêmio,1.0,1.0,Palmeiras,2008
15,Morumbi,São Paulo,3.0,1.0,Portuguesa,2008
15,Maracanã,Flamengo,0.0,0.0,Botafogo,2008
15,Mineirão,Atlético-MG,2.0,1.0,Vitória,2008
16,Barradão,Vitória,2.0,1.0,Athletico-PR,2008
16,Mineirão,Cruzeiro,4.0,2.0,Náutico,2008
16,Canindé,Portuguesa,3.0,1.0,Fluminense,2008
16,Nilton Santos (Engenhão),Botafogo,2.0,0.0,Goiás,2008
16,Beira-Rio,Internacional,0.0,1.0,Santos,2008
16,Palestra Itália,Palmeiras,1.0,0.0,Flamengo,2008
16,Orlando Scarpelli,Figueirense,1.0,1.0,São Paulo,2008
16,Couto Pereira,Coritiba,0.0,1.0,Grêmio,2008
16,São Januário,Vasco,6.0,1.0,Atlético-MG,2008
16,Ilha do Retiro,Sport,3.0,1.0,Ipatinga,2008
17,Maracanã,Fluminense,1.0,2.0,Internacional,2008
17,Serra Dourada,Goiás,4.0,0.0,Portuguesa,2008
17,Aflitos,Náutico,1.0,2.0,Figueirense,2008
17,Maracanã,Flamengo,1.0,2.0,Cruzeiro,2008
17,Ipatingão,Ipatinga,1.0,2.0,Palmeiras,2008
17,Morumbi,São Paulo,4.0,0.0,Vasco,2008
17,Olímpico,Grêmio,2.0,0.0,Vitória,2008
17,Ligga Arena,Athletico-PR,0.0,3.0,Botafogo,2008
17,Vila Belmiro,Santos,1.0,3.0,Coritiba,2008
17,Mineirão,Atlético-MG,2.0,1.0,Sport,2008
18,Olímpico,Grêmio,1.0,0.0,Ipatinga,2008
18,São Januário,Vasco,0.0,2.0,Coritiba,2008
18,Ligga Arena,Athletico-PR,2.0,0.0,Náutico,2008
18,Ilha do Retiro,Sport,2.0,0.0,Portuguesa,2008
18,Vila Belmiro,Santos,2.0,3.0,Atlético-MG,2008
18,Serra Dourada,Goiás,2.0,1.0,Flamengo,2008
18,Maracanã,Fluminense,3.0,1.0,São Paulo,2008
18,Palestra Itália,Palmeiras,3.0,0.0,Vitória,2008
18,Mineirão,Cruzeiro,2.0,0.0,Internacional,2008
18,Orlando Scarpelli,Figueirense,1.0,2.0,Botafogo,2008
19,Maracanã,Flamengo,1.0,0.0,Athletico-PR,2008
19,Morumbi,São Paulo,2.0,1.0,Goiás,2008
19,Mineirão,Atlético-MG,0.0,4.0,Grêmio,2008
19,Couto Pereira,Coritiba,3.0,0.0,Sport,2008
19,Barradão,Vitória,5.0,0.0,Vasco,2008
19,Nilton Santos (Engenhão),Botafogo,1.0,0.0,Palmeiras,2008
19,Canindé,Portuguesa,2.0,1.0,Cruzeiro,2008
19,Aflitos,Náutico,1.0,0.0,Santos,2008
19,Ipatingão,Ipatinga,2.0,1.0,Fluminense,2008
19,Beira-Rio,Internacional,1.0,1.0,Figueirense,2008
20,Mineirão,Cruzeiro,2.0,1.0,Vitória,2008
20,Orlando Scarpelli,Figueirense,2.0,1.0,Portuguesa,2008
20,Ligga Arena,Athletico-PR,5.0,0.0,Ipatinga,2008
20,São Januário,Vasco,4.0,0.0,Internacional,2008
20,Serra Dourada,Goiás,3.0,0.0,Náutico,2008
20,Olímpico,Grêmio,1.0,0.0,São Paulo,2008
20,Vila Belmiro,Santos,2.0,2.0,Flamengo,2008
20,Ilha do Retiro,Sport,0.0,1.0,Botafogo,2008
20,Maracanã,Fluminense,1.0,0.0,Atlético-MG,2008
20,Palestra Itália,Palmeiras,1.0,0.0,Coritiba,2008
21,Barradão,Vitória,0.0,0.0,Sport,2008
21,Couto Pereira,Coritiba,3.0,0.0,Figueirense,2008
21,Morumbi,São Paulo,3.0,1.0,Athletico-PR,2008
21,Nilton Santos (Engenhão),Botafogo,1.0,0.0,Cruzeiro,2008
21,Beira-Rio,Internacional,4.0,1.0,Palmeiras,2008
21,Aflitos,Náutico,1.0,3.0,Fluminense,2008
21,Ipatingão,Ipatinga,1.0,1.0,Santos,2008
21,Maracanã,Flamengo,2.0,1.0,Grêmio,2008
21,Mineirão,Atlético-MG,1.0,1.0,Goiás,2008
21,Toca do Leão,Portuguesa,0.0,1.0,Vasco,2008
22,Maracanã,Fluminense,1.0,1.0,Sport,2008
22,Orlando Scarpelli,Figueirense,1.0,2.0,Vitória,2008
22,Couto Pereira,Coritiba,2.0,2.0,São Paulo,2008
22,Pacaembu,Palmeiras,4.0,2.0,Portuguesa,2008
22,Vila Belmiro,Santos,2.0,0.0,Cruzeiro,2008
22,Beira-Rio,Internacional,1.0,1.0,Flamengo,2008
22,Ipatingão,Ipatinga,1.0,0.0,Goiás,2008
22,Mineirão,Atlético-MG,4.0,0.0,Athletico-PR,2008
22,Aflitos,Náutico,1.0,1.0,Grêmio,2008
22,Maracanã,Vasco,1.0,1.0,Botafogo,2008
23,Barradão,Vitória,0.0,0.0,Ipatinga,2008
23,Nilton Santos (Engenhão),Botafogo,1.0,1.0,Náutico,2008
23,Serra Dourada,Goiás,2.0,0.0,Figueirense,2008
23,Ligga Arena,Athletico-PR,1.0,2.0,Palmeiras,2008
23,Ilha do Retiro,Sport,1.0,0.0,Internacional,2008
23,Olímpico,Grêmio,2.0,1.0,Vasco,2008
23,Morumbi,São Paulo,0.0,0.0,Santos,2008
23,Mineirão,Cruzeiro,1.0,1.0,Coritiba,2008
23,Canindé,Portuguesa,1.0,1.0,Atlético-MG,2008
23,Maracanã,Flamengo,2.0,2.0,Fluminense,2008
24,Serra Dourada,Goiás,4.0,0.0,Athletico-PR,2008
24,Mineirão,Atlético-MG,1.0,1.0,São Paulo,2008
24,Orlando Scarpelli,Figueirense,2.0,3.0,Flamengo,2008
24,Vila Belmiro,Santos,2.0,0.0,Vitória,2008
24,Palestra Itália,Palmeiras,0.0,3.0,Sport,2008
24,São Januário,Vasco,1.0,3.0,Cruzeiro,2008
24,Maracanã,Fluminense,0.0,0.0,Grêmio,2008
24,Beira-Rio,Internacional,1.0,0.0,Portuguesa,2008
24,Aflitos,Náutico,2.0,0.0,Ipatinga,2008
24,Couto Pereira,Coritiba,0.0,1.0,Botafogo,2008
25,Ligga Arena,Athletico-PR,2.0,0.0,Portuguesa,2008
25,Olímpico,Grêmio,1.0,2.0,Goiás,2008
25,Ipatingão,Ipatinga,3.0,2.0,Atlético-MG,2008
25,Mineirão,Cruzeiro,0.0,1.0,Palmeiras,2008
25,Ilha do Retiro,Sport,5.0,0.0,Figueirense,2008
25,Morumbi,São Paulo,2.0,0.0,Flamengo,2008
25,São Januário,Vasco,1.0,3.0,Náutico,2008
25,Barradão,Vitória,1.0,0.0,Coritiba,2008
25,Vila Belmiro,Santos,2.0,1.0,Fluminense,2008
25,Nilton Santos (Engenhão),Botafogo,1.0,2.0,Internacional,2008
26,Maracanã,Fluminense,2.0,3.0,Coritiba,2008
26,Serra Dourada,Goiás,4.0,1.0,Santos,2008
26,Mineirão,Atlético-MG,2.0,1.0,Náutico,2008
26,Ligga Arena,Athletico-PR,0.0,0.0,Grêmio,2008
26,Ilha do Retiro,Sport,0.0,0.0,São Paulo,2008
26,Orlando Scarpelli,Figueirense,3.0,4.0,Cruzeiro,2008
26,Canindé,Portuguesa,3.0,1.0,Botafogo,2008
26,Palestra Itália,Palmeiras,2.0,0.0,Vasco,2008
26,Maracanã,Flamengo,1.0,0.0,Ipatinga,2008
26,Beira-Rio,Internacional,1.0,0.0,Vitória,2008
27,Maracanã,Flamengo,2.0,1.0,Sport,2008
27,Serra Dourada,Goiás,3.0,0.0,Vitória,2008
27,Mineirão,Atlético-MG,0.0,0.0,Figueirense,2008
27,Aflitos,Náutico,0.0,0.0,Palmeiras,2008
27,Ipatingão,Ipatinga,3.0,1.0,Vasco,2008
27,Morumbi,São Paulo,2.0,0.0,Cruzeiro,2008
27,Couto Pereira,Coritiba,1.0,1.0,Athletico-PR,2008
27,Vila Belmiro,Santos,1.0,1.0,Portuguesa,2008
27,Nilton Santos (Engenhão),Botafogo,1.0,1.0,Fluminense,2008
27,Beira-Rio,Internacional,4.0,1.0,Grêmio,2008
28,Maracanã,Fluminense,1.0,1.0,Goiás,2008
28,Mineirão,Cruzeiro,1.0,0.0,Sport,2008
28,Barradão,Vitória,3.0,1.0,Portuguesa,2008
28,Olímpico,Grêmio,2.0,1.0,Botafogo,2008
28,Ipatingão,Ipatinga,1.0,3.0,São Paulo,2008
28,Palestra Itália,Palmeiras,3.0,1.0,Atlético-MG,2008
28,Vila Belmiro,Santos,4.0,0.0,Athletico-PR,2008
28,São Januário,Vasco,2.0,4.0,Figueirense,2008
28,Couto Pereira,Coritiba,4.0,2.0,Internacional,2008
28,Aflitos,Náutico,0.0,2.0,Flamengo,2008
29,Orlando Scarpelli,Figueirense,0.0,0.0,Palmeiras,2008
29,Ilha do Retiro,Sport,2.0,2.0,Vasco,2008
29,Olímpico,Grêmio,2.0,0.0,Santos,2008
29,Mineirão,Cruzeiro,1.0,0.0,Ipatinga,2008
29,Nilton Santos (Engenhão),Botafogo,3.0,1.0,Vitória,2008
29,Morumbi,São Paulo,1.0,0.0,Náutico,2008
29,Maracanã,Flamengo,0.0,3.0,Atlético-MG,2008
29,Ligga Arena,Athletico-PR,1.0,3.0,Fluminense,2008
29,Serra Dourada,Goiás,1.0,1.0,Internacional,2008
29,Canindé,Portuguesa,0.0,0.0,Coritiba,2008
30,Nilton Santos (Engenhão),Botafogo,0.0,1.0,Santos,2008
30,Orlando Scarpelli,Figueirense,1.0,1.0,Ipatinga,2008
30,Beira-Rio,Internacional,2.0,1.0,Athletico-PR,2008
30,Barradão,Vitória,2.0,2.0,Fluminense,2008
30,Palestra Itália,Palmeiras,2.0,2.0,São Paulo,2008
30,Couto Pereira,Coritiba,1.0,1.0,Goiás,2008
30,Mineirão,Atlético-MG,0.0,2.0,Cruzeiro,2008
30,Maracanã,Vasco,0.0,1.0,Flamengo,2008
30,Ilha do Retiro,Sport,2.0,2.0,Náutico,2008
30,Canindé,Portuguesa,2.0,0.0,Grêmio,2008
31,Serra Dourada,Goiás,2.0,4.0,Vasco,2008
31,Maracanã,Flamengo,5.0,0.0,Coritiba,2008
31,Olímpico,Grêmio,1.0,0.0,Sport,2008
31,Morumbi,São Paulo,2.0,1.0,Vitória,2008
31,Maracanã,Fluminense,3.0,0.0,Palmeiras,2008
31,Ipatingão,Ipatinga,0.0,3.0,Botafogo,2008
31,Mineirão,Atlético-MG,2.0,2.0,Internacional,2008
31,Aflitos,Náutico,1.0,1.0,Portuguesa,2008
31,Vila Belmiro,Santos,3.0,0.0,Figueirense,2008
31,Ligga Arena,Athletico-PR,1.0,0.0,Cruzeiro,2008
32,Canindé,Portuguesa,2.0,0.0,Ipatinga,2008
32,Couto Pereira,Coritiba,2.0,1.0,Atlético-MG,2008
32,Palestra Itália,Palmeiras,1.0,0.0,Goiás,2008
32,Beira-Rio,Internacional,1.0,1.0,Náutico,2008
32,Nilton Santos (Engenhão),Botafogo,1.0,2.0,São Paulo,2008
32,Mineirão,Cruzeiro,3.0,0.0,Grêmio,2008
32,Barradão,Vitória,0.0,0.0,Flamengo,2008
32,Orlando Scarpelli,Figueirense,0.0,1.0,Fluminense,2008
32,São Januário,Vasco,2.0,2.0,Athletico-PR,2008
32,Ilha do Retiro,Sport,1.0,1.0,Santos,2008
33,Aflitos,Náutico,1.0,0.0,Vitória,2008
33,Maracanã,Flamengo,2.0,2.0,Portuguesa,2008
33,Ipatingão,Ipatinga,2.0,0.0,Coritiba,2008
33,Ligga Arena,Athletico-PR,1.0,0.0,Sport,2008
33,Mineirão,Atlético-MG,2.0,1.0,Botafogo,2008
33,Serra Dourada,Goiás,3.0,0.0,Cruzeiro,2008
33,Vila Belmiro,Santos,1.0,2.0,Palmeiras,2008
33,Maracanã,Fluminense,0.0,1.0,Vasco,2008
33,Morumbi,São Paulo,3.0,0.0,Internacional,2008
33,Olímpico,Grêmio,1.0,1.0,Figueirense,2008
34,Orlando Scarpelli,Figueirense,0.0,2.0,Athletico-PR,2008
34,Canindé,Portuguesa,2.0,3.0,São Paulo,2008
34,São Januário,Vasco,1.0,0.0,Santos,2008
34,Mineirão,Cruzeiro,1.0,0.0,Fluminense,2008
34,Couto Pereira,Coritiba,0.0,0.0,Náutico,2008
34,Palestra Itália,Palmeiras,0.0,1.0,Grêmio,2008
34,Ilha do Retiro,Sport,2.0,1.0,Goiás,2008
34,Barradão,Vitória,0.0,1.0,Atlético-MG,2008
34,Maracanã,Botafogo,0.0,1.0,Flamengo,2008
34,Beira-Rio,Internacional,4.0,0.0,Ipatinga,2008
35,Mineirão,Atlético-MG,4.0,1.0,Vasco,2008
35,Ipatingão,Ipatinga,3.0,0.0,Sport,2008
35,Aflitos,Náutico,5.0,2.0,Cruzeiro,2008
35,Maracanã,Fluminense,3.0,1.0,Portuguesa,2008
35,Serra Dourada,Goiás,3.0,1.0,Botafogo,2008
35,Morumbi,São Paulo,3.0,1.0,Figueirense,2008
35,Maracanã,Flamengo,5.0,2.0,Palmeiras,2008
35,Ligga Arena,Athletico-PR,2.0,1.0,Vitória,2008
35,Vila Belmiro,Santos,1.0,0.0,Internacional,2008
35,Olímpico,Grêmio,2.0,1.0,Coritiba,2008
36,Orlando Scarpelli,Figueirense,4.0,3.0,Náutico,2008
36,Nilton Santos (Engenhão),Botafogo,2.0,2.0,Athletico-PR,2008
36,Canindé,Portuguesa,0.0,0.0,Goiás,2008
36,Couto Pereira,Coritiba,5.0,1.0,Santos,2008
36,Barradão,Vitória,4.0,2.0,Grêmio,2008
36,São Januário,Vasco,1.0,2.0,São Paulo,2008
36,Mineirão,Cruzeiro,3.0,2.0,Flamengo,2008
36,Beira-Rio,Internacional,0.0,2.0,Fluminense,2008
36,Ilha do Retiro,Sport,3.0,0.0,Atlético-MG,2008
36,Palestra Itália,Palmeiras,2.0,0.0,Ipatinga,2008
37,Nilton Santos (Engenhão),Botafogo,1.0,3.0,Figueirense,2008
37,Aflitos,Náutico,2.0,1.0,Athletico-PR,2008
37,Ipatingão,Ipatinga,1.0,4.0,Grêmio,2008
37,Canindé,Portuguesa,2.0,2.0,Sport,2008
37,Maracanã,Flamengo,3.0,3.0,Goiás,2008
37,Morumbi,São Paulo,1.0,1.0,Fluminense,2008
37,Mineirão,Atlético-MG,0.0,0.0,Santos,2008
37,Couto Pereira,Coritiba,0.0,2.0,Vasco,2008
37,Beira-Rio,Internacional,1.0,0.0,Cruzeiro,2008
37,Barradão,Vitória,0.0,0.0,Palmeiras,2008
38,Ligga Arena,Athletico-PR,5.0,3.0,Flamengo,2008
38,Olímpico,Grêmio,2.0,0.0,Atlético-MG,2008
38,Mineirão,Cruzeiro,4.0,1.0,Portuguesa,2008
38,Ilha do Retiro,Sport,4.0,3.0,Coritiba,2008
38,Palestra Itália,Palmeiras,0.0,1.0,Botafogo,2008
38,Vila Belmiro,Santos,0.0,0.0,Náutico,2008
38,Bezerrão,Goiás,0.0,1.0,São Paulo,2008
38,Maracanã,Fluminense,1.0,1.0,Ipatinga,2008
38,Orlando Scarpelli,Figueirense,3.0,1.0,Internacional,2008
38,São Januário,Vasco,0.0,2.0,Vitória,2008
1,Ressacada,Avaí,2.0,2.0,Atlético-MG,2009
1,Ilha do Retiro,Sport,1.0,1.0,Barueri,2009
1,Palestra Itália,Palmeiras,2.0,1.0,Coritiba,2009
1,Pacaembu,Corinthians,0.0,1.0,Internacional,2009
1,Mineirão,Cruzeiro,2.0,0.0,Flamengo,2009
1,Ligga Arena,Athletico-PR,0.0,2.0,Vitória,2009
1,Maracanã,Fluminense,1.0,0.0,São Paulo,2009
1,Bruno José Daniel,Santo André,1.0,1.0,Botafogo,2009
1,Serra Dourada,Goiás,3.0,3.0,Náutico,2009
1,Olímpico,Grêmio,1.0,1.0,Santos,2009
2,Couto Pereira,Coritiba,2.0,4.0,Santo André,2009
2,Maracanã,Flamengo,0.0,0.0,Avaí,2009
2,Mineirão,Atlético-MG,2.0,1.0,Grêmio,2009
2,Morumbi,São Paulo,2.0,2.0,Athletico-PR,2009
2,Arena Barueri,Barueri,0.0,0.0,Fluminense,2009
2,Beira-Rio,Internacional,2.0,0.0,Palmeiras,2009
2,Vila Belmiro,Santos,3.0,3.0,Goiás,2009
2,Aflitos,Náutico,2.0,0.0,Cruzeiro,2009
2,Nilton Santos (Engenhão),Botafogo,0.0,0.0,Corinthians,2009
2,Barradão,Vitória,1.0,0.0,Sport,2009
3,Pacaembu,Corinthians,2.0,1.0,Barueri,2009
3,Serra Dourada,Goiás,0.0,1.0,Internacional,2009
3,Mineirão,Cruzeiro,2.0,0.0,Vitória,2009
3,Maracanã,Fluminense,1.0,4.0,Santos,2009
3,Olímpico,Grêmio,2.0,0.0,Botafogo,2009
3,Ligga Arena,Athletico-PR,2.0,3.0,Náutico,2009
3,Palestra Itália,Palmeiras,0.0,0.0,São Paulo,2009
3,Ilha do Retiro,Sport,2.0,3.0,Atlético-MG,2009
3,Bruno José Daniel,Santo André,1.0,2.0,Flamengo,2009
3,Ressacada,Avaí,2.0,2.0,Coritiba,2009
4,Couto Pereira,Coritiba,1.0,3.0,Goiás,2009
4,Mineirão,Atlético-MG,0.0,0.0,Santo André,2009
4,Nilton Santos (Engenhão),Botafogo,2.0,2.0,Sport,2009
4,Aflitos,Náutico,1.0,1.0,Fluminense,2009
4,Maracanã,Flamengo,2.0,1.0,Athletico-PR,2009
4,Morumbi,São Paulo,3.0,0.0,Cruzeiro,2009
4,Vila Belmiro,Santos,3.0,1.0,Corinthians,2009
4,Barradão,Vitória,1.0,0.0,Grêmio,2009
4,Beira-Rio,Internacional,2.0,1.0,Avaí,2009
4,Arena Barueri,Barueri,2.0,2.0,Palmeiras,2009
5,Olímpico,Grêmio,3.0,0.0,Náutico,2009
5,Bruno José Daniel,Santo André,3.0,3.0,Santos,2009
5,Pacaembu,Corinthians,2.0,0.0,Coritiba,2009
5,Ligga Arena,Athletico-PR,0.0,4.0,Atlético-MG,2009
5,Ilha do Retiro,Sport,4.0,2.0,Flamengo,2009
5,Palestra Itália,Palmeiras,2.0,1.0,Vitória,2009
5,Ressacada,Avaí,0.0,0.0,São Paulo,2009
5,Mineirão,Cruzeiro,1.0,1.0,Internacional,2009
5,Serra Dourada,Goiás,2.0,2.0,Barueri,2009
5,Maracanã,Fluminense,1.0,0.0,Botafogo,2009
6,Morumbi,São Paulo,1.0,1.0,Santo André,2009
6,Ilha do Retiro,Sport,0.0,1.0,Athletico-PR,2009
6,Nilton Santos (Engenhão),Botafogo,2.0,0.0,Santos,2009
6,Serra Dourada,Goiás,0.0,0.0,Corinthians,2009
6,Mineirão,Atlético-MG,3.0,0.0,Náutico,2009
6,Couto Pereira,Coritiba,5.0,0.0,Flamengo,2009
6,Maracanã,Fluminense,0.0,0.0,Grêmio,2009
6,Arena Barueri,Barueri,3.0,1.0,Avaí,2009
6,Beira-Rio,Internacional,0.0,0.0,Vitória,2009
6,Palestra Itália,Palmeiras,3.0,1.0,Cruzeiro,2009
