round,stadium,home_team,home_score,away_score,away_team,year
12,Arena do Grêmio,Grêmio,3.0,2.0,Santos,2016
12,Couto Pereira,Coritiba,1.0,0.0,Athletico-PR,2016
12,Arena Condá,Chapecoense,3.0,2.0,Cruzeiro,2016
12,Morumbi,São Paulo,2.0,1.0,Fluminense,2016
12,Independência,América-MG,0.0,2.0,Corinthians,2016
12,Allianz Parque,Palmeiras,4.0,0.0,Figueirense,2016
12,Arruda,Santa Cruz,0.0,3.0,Ponte Preta,2016
12,Mineirão,Atlético-MG,5.0,3.0,Botafogo,2016
13,Raulino de Oliveira,Fluminense,0.0,0.0,Coritiba,2016
13,Ligga Arena,Athletico-PR,1.0,0.0,América-MG,2016
13,Mineirão,Cruzeiro,2.0,2.0,Vitória,2016
13,Beira-Rio,Internacional,0.0,1.0,Grêmio,2016
13,Municipal Juiz de Fora,Botafogo,2.0,1.0,Santa Cruz,2016
13,Neo Química Arena,Corinthians,4.0,0.0,Flamengo,2016
13,Vila Belmiro,Santos,3.0,0.0,Chapecoense,2016
13,Moisés Lucarelli,Ponte Preta,1.0,0.0,São Paulo,2016
13,Orlando Scarpelli,Figueirense,1.0,1.0,Atlético-MG,2016
13,Ilha do Retiro,Sport,1.0,3.0,Palmeiras,2016
14,Couto Pereira,Coritiba,0.0,0.0,Botafogo,2016
14,Arena Condá,Chapecoense,0.0,2.0,Corinthians,2016
14,Moisés Lucarelli,Ponte Preta,2.0,1.0,Sport,2016
14,Mané Garrincha,Flamengo,2.0,0.0,Atlético-MG,2016
14,Arena do Grêmio,Grêmio,2.0,1.0,Figueirense,2016
14,Morumbi,São Paulo,3.0,0.0,América-MG,2016
14,Arruda,Santa Cruz,1.0,0.0,Internacional,2016
14,Barradão,Vitória,0.0,0.0,Fluminense,2016
14,Mineirão,Cruzeiro,0.0,3.0,Athletico-PR,2016
14,Allianz Parque,Palmeiras,1.0,1.0,Santos,2016
15,Luso-Brasileiro,Botafogo,3.0,3.0,Flamengo,2016
15,Vila Belmiro,Santos,3.0,1.0,Ponte Preta,2016
15,Independência,América-MG,0.0,3.0,Santa Cruz,2016
15,Giulite Coutinho,Fluminense,2.0,0.0,Cruzeiro,2016
15,Neo Química Arena,Corinthians,1.0,1.0,São Paulo,2016
15,Ligga Arena,Athletico-PR,1.0,1.0,Vitória,2016
15,Orlando Scarpelli,Figueirense,1.0,1.0,Chapecoense,2016
15,Beira-Rio,Internacional,0.0,1.0,Palmeiras,2016
15,Ilha do Retiro,Sport,4.0,2.0,Grêmio,2016
15,Independência,Atlético-MG,2.0,1.0,Coritiba,2016
16,Neo Química Arena,Corinthians,1.0,1.0,Figueirense,2016
16,Arruda,Santa Cruz,0.0,1.0,Coritiba,2016
16,Moisés Lucarelli,Ponte Preta,2.0,2.0,Internacional,2016
16,Allianz Parque,Palmeiras,0.0,1.0,Atlético-MG,2016
16,Mineirão,Cruzeiro,1.0,2.0,Sport,2016
16,Arena do Grêmio,Grêmio,1.0,0.0,São Paulo,2016
16,Ligga Arena,Athletico-PR,1.0,0.0,Fluminense,2016
16,Arena Condá,Chapecoense,2.0,1.0,Botafogo,2016
16,Barradão,Vitória,2.0,3.0,Santos,2016
16,Kleber Andrade,Flamengo,2.0,1.0,América-MG,2016
17,Orlando Scarpelli,Figueirense,1.0,0.0,Vitória,2016
17,Ilha do Retiro,Sport,2.0,0.0,Athletico-PR,2016
17,Independência,Atlético-MG,3.0,0.0,Santa Cruz,2016
17,Giulite Coutinho,Fluminense,3.0,0.0,Ponte Preta,2016
17,Morumbi,São Paulo,2.0,2.0,Chapecoense,2016
17,Vila Belmiro,Santos,2.0,0.0,Cruzeiro,2016
17,Beira-Rio,Internacional,0.0,1.0,Corinthians,2016
17,Couto Pereira,Coritiba,0.0,2.0,Flamengo,2016
17,Luso-Brasileiro,Botafogo,3.0,1.0,Palmeiras,2016
17,Independência,América-MG,0.0,0.0,Grêmio,2016
18,Joia da Princesa,Vitória,3.0,1.0,Coritiba,2016
18,Ilha do Retiro,Sport,1.0,1.0,América-MG,2016
18,Arena Pantanal,Santos,0.0,0.0,Flamengo,2016
18,Ligga Arena,Athletico-PR,2.0,0.0,Corinthians,2016
18,Moisés Lucarelli,Ponte Preta,2.0,0.0,Botafogo,2016
18,Morumbi,São Paulo,1.0,2.0,Atlético-MG,2016
18,Arena do Grêmio,Grêmio,0.0,0.0,Santa Cruz,2016
18,Independência,Cruzeiro,4.0,2.0,Internacional,2016
18,Arena Condá,Chapecoense,1.0,1.0,Palmeiras,2016
18,Giulite Coutinho,Fluminense,3.0,2.0,Figueirense,2016
19,Kleber Andrade,Flamengo,1.0,0.0,Athletico-PR,2016
19,Independência,América-MG,1.0,0.0,Santos,2016
19,Allianz Parque,Palmeiras,2.0,1.0,Vitória,2016
19,Couto Pereira,Coritiba,3.0,1.0,Ponte Preta,2016
19,Beira-Rio,Internacional,2.0,2.0,Fluminense,2016
19,Arruda,Santa Cruz,1.0,2.0,São Paulo,2016
19,Orlando Scarpelli,Figueirense,1.0,1.0,Sport,2016
19,Independência,Atlético-MG,3.0,1.0,Chapecoense,2016
19,Pacaembu,Corinthians,1.0,1.0,Cruzeiro,2016
19,Luso-Brasileiro,Botafogo,2.0,1.0,Grêmio,2016
20,Arena de Pernambuco,Sport,1.0,0.0,Flamengo,2016
20,Moisés Lucarelli,Ponte Preta,2.0,0.0,Figueirense,2016
20,Kleber Andrade,Fluminense,1.0,0.0,América-MG,2016
20,Arena do Grêmio,Grêmio,3.0,0.0,Corinthians,2016
20,Barradão,Vitória,2.0,2.0,Santa Cruz,2016
20,Vila Belmiro,Santos,3.0,0.0,Atlético-MG,2016
20,Independência,Cruzeiro,2.0,2.0,Coritiba,2016
20,Morumbi,São Paulo,0.0,1.0,Botafogo,2016
20,Ligga Arena,Athletico-PR,0.0,1.0,Palmeiras,2016
20,Arena Condá,Chapecoense,1.0,0.0,Internacional,2016
21,Independência,América-MG,1.0,2.0,Chapecoense,2016
21,Municipal Juiz de Fora,Botafogo,3.0,0.0,Sport,2016
21,Mané Garrincha,Flamengo,2.0,1.0,Grêmio,2016
21,Independência,Atlético-MG,1.0,0.0,Athletico-PR,2016
21,Allianz Parque,Palmeiras,2.0,2.0,Ponte Preta,2016
21,Beira-Rio,Internacional,1.0,1.0,São Paulo,2016
21,Arruda,Santa Cruz,0.0,1.0,Fluminense,2016
21,Couto Pereira,Coritiba,2.0,1.0,Santos,2016
21,Orlando Scarpelli,Figueirense,1.0,2.0,Cruzeiro,2016
21,Neo Química Arena,Corinthians,2.0,1.0,Vitória,2016
22,Moisés Lucarelli,Ponte Preta,2.0,0.0,Corinthians,2016
22,Vila Belmiro,Santos,0.0,1.0,Figueirense,2016
22,Mineirão,Cruzeiro,2.0,0.0,Santa Cruz,2016
22,Mané Garrincha,Fluminense,0.0,2.0,Palmeiras,2016
22,Morumbi,São Paulo,0.0,0.0,Coritiba,2016
22,Arena do Grêmio,Grêmio,1.0,1.0,Atlético-MG,2016
22,Arena Condá,Chapecoense,1.0,3.0,Flamengo,2016
22,Itaipava Arena Fonte Nova,Vitória,2.0,1.0,América-MG,2016
22,Arena de Pernambuco,Sport,1.0,1.0,Internacional,2016
22,Ligga Arena,Athletico-PR,1.0,0.0,Botafogo,2016
23,Luso-Brasileiro,Botafogo,1.0,0.0,Fluminense,2016
23,Arena de Pernambuco,Santa Cruz,2.0,2.0,Chapecoense,2016
23,Orlando Scarpelli,Figueirense,1.0,0.0,Athletico-PR,2016
23,Independência,Atlético-MG,2.0,1.0,Vitória,2016
23,Kleber Andrade,Flamengo,2.0,1.0,Ponte Preta,2016
23,Allianz Parque,Palmeiras,2.0,1.0,São Paulo,2016
23,Couto Pereira,Coritiba,4.0,0.0,Grêmio,2016
23,Neo Química Arena,Corinthians,3.0,0.0,Sport,2016
23,Beira-Rio,Internacional,2.0,1.0,Santos,2016
23,Independência,América-MG,0.0,2.0,Cruzeiro,2016
24,Barradão,Vitória,1.0,2.0,Flamengo,2016
24,Morumbi,São Paulo,3.0,1.0,Figueirense,2016
24,Arena Condá,Chapecoense,1.0,0.0,Coritiba,2016
24,Vila Belmiro,Santos,2.0,1.0,Corinthians,2016
24,Mineirão,Cruzeiro,0.0,2.0,Botafogo,2016
24,Ligga Arena,Athletico-PR,2.0,1.0,Internacional,2016
24,Ilha do Retiro,Sport,5.0,3.0,Santa Cruz,2016
24,Arena do Grêmio,Grêmio,0.0,0.0,Palmeiras,2016
24,Moisés Lucarelli,Ponte Preta,1.0,1.0,América-MG,2016
24,Giulite Coutinho,Fluminense,4.0,2.0,Atlético-MG,2016
25,Luso-Brasileiro,Botafogo,0.0,1.0,Santos,2016
25,Orlando Scarpelli,Figueirense,2.0,2.0,América-MG,2016
25,Moisés Lucarelli,Ponte Preta,3.0,0.0,Grêmio,2016
25,Arruda,Santa Cruz,1.0,0.0,Athletico-PR,2016
25,Allianz Parque,Palmeiras,1.0,1.0,Flamengo,2016
25,Couto Pereira,Coritiba,1.0,1.0,Corinthians,2016
25,Giulite Coutinho,Fluminense,1.0,2.0,Chapecoense,2016
25,Independência,Atlético-MG,1.0,0.0,Sport,2016
25,Morumbi,São Paulo,1.0,0.0,Cruzeiro,2016
25,Beira-Rio,Internacional,0.0,1.0,Vitória,2016
26,Neo Química Arena,Corinthians,0.0,2.0,Palmeiras,2016
26,Pacaembu,Flamengo,2.0,0.0,Figueirense,2016
26,Mineirão,Cruzeiro,1.0,1.0,Atlético-MG,2016
26,Arena do Grêmio,Grêmio,0.0,1.0,Fluminense,2016
26,Ligga Arena,Athletico-PR,1.0,0.0,São Paulo,2016
26,Arena Condá,Chapecoense,2.0,2.0,Ponte Preta,2016
26,Ilha do Retiro,Sport,0.0,1.0,Coritiba,2016
26,Barradão,Vitória,0.0,1.0,Botafogo,2016
26,Pacaembu,Santos,3.0,2.0,Santa Cruz,2016
26,Independência,América-MG,1.0,0.0,Internacional,2016
27,Allianz Parque,Palmeiras,2.0,1.0,Coritiba,2016
27,Ilha do Retiro,Sport,1.0,0.0,Santos,2016
27,Independência,América-MG,1.0,0.0,Botafogo,2016
27,Ligga Arena,Athletico-PR,3.0,0.0,Ponte Preta,2016
27,Orlando Scarpelli,Figueirense,3.0,1.0,Santa Cruz,2016
27,Barradão,Vitória,2.0,0.0,São Paulo,2016
27,Kleber Andrade,Flamengo,2.0,1.0,Cruzeiro,2016
27,Neo Química Arena,Corinthians,0.0,1.0,Fluminense,2016
27,Arena do Grêmio,Grêmio,1.0,0.0,Chapecoense,2016
27,Independência,Atlético-MG,3.0,1.0,Internacional,2016
28,Giulite Coutinho,Fluminense,3.0,1.0,Sport,2016
28,Morumbi,São Paulo,0.0,0.0,Flamengo,2016
28,Vila Belmiro,Santos,2.0,0.0,Athletico-PR,2016
28,Arena Condá,Chapecoense,1.0,4.0,Vitória,2016
28,Luso-Brasileiro,Botafogo,2.0,0.0,Corinthians,2016
28,Moisés Lucarelli,Ponte Preta,1.0,2.0,Atlético-MG,2016
28,Mineirão,Cruzeiro,1.0,0.0,Grêmio,2016
28,Beira-Rio,Internacional,1.0,0.0,Figueirense,2016
28,Arruda,Santa Cruz,2.0,3.0,Palmeiras,2016
28,Couto Pereira,Coritiba,3.0,0.0,América-MG,2016
29,Itaipava Arena Fonte Nova,Vitória,0.0,1.0,Grêmio,2016
29,Ligga Arena,Athletico-PR,3.0,1.0,Chapecoense,2016
29,Neo Química Arena,Corinthians,0.0,0.0,Atlético-MG,2016
29,Vila Belmiro,Santos,2.0,1.0,Fluminense,2016
29,Ilha do Retiro,Sport,1.0,1.0,São Paulo,2016
29,Beira-Rio,Internacional,1.0,0.0,Coritiba,2016
29,Mineirão,Cruzeiro,2.0,0.0,Ponte Preta,2016
29,Pacaembu,Flamengo,3.0,0.0,Santa Cruz,2016
29,Orlando Scarpelli,Figueirense,0.0,1.0,Botafogo,2016
29,Estádio do Café,América-MG,0.0,2.0,Palmeiras,2016
30,Arena Condá,Chapecoense,3.0,0.0,Sport,2016
30,Couto Pereira,Coritiba,0.0,0.0,Figueirense,2016
30,Luso-Brasileiro,Botafogo,1.0,0.0,Internacional,2016
30,Arena Pantanal,Santa Cruz,2.0,4.0,Corinthians,2016
30,Fonte Luminosa,Palmeiras,0.0,0.0,Cruzeiro,2016
30,Mineirão,Atlético-MG,3.0,0.0,América-MG,2016
30,Moisés Lucarelli,Ponte Preta,2.0,0.0,Vitória,2016
30,Raulino de Oliveira,Fluminense,1.0,2.0,Flamengo,2016
30,Pacaembu,São Paulo,0.0,1.0,Santos,2016
30,Arena do Grêmio,Grêmio,1.0,0.0,Athletico-PR,2016
31,Luso-Brasileiro,Botafogo,3.0,2.0,Atlético-MG,2016
31,Mineirão,Cruzeiro,0.0,0.0,Chapecoense,2016
31,Beira-Rio,Internacional,2.0,1.0,Flamengo,2016
31,Durival Britto,Athletico-PR,2.0,0.0,Coritiba,2016
31,Orlando Scarpelli,Figueirense,1.0,2.0,Palmeiras,2016
31,Neo Química Arena,Corinthians,2.0,0.0,América-MG,2016
31,Moisés Lucarelli,Ponte Preta,3.0,0.0,Santa Cruz,2016
31,Vila Belmiro,Santos,1.0,1.0,Grêmio,2016
31,Ilha do Retiro,Sport,1.0,0.0,Vitória,2016
31,Giulite Coutinho,Fluminense,1.0,2.0,São Paulo,2016
32,Arruda,Santa Cruz,0.0,1.0,Botafogo,2016
32,Morumbi,São Paulo,2.0,0.0,Ponte Preta,2016
32,Barradão,Vitória,0.0,1.0,Cruzeiro,2016
32,Maracanã,Flamengo,2.0,2.0,Corinthians,2016
32,Allianz Parque,Palmeiras,2.0,1.0,Sport,2016
32,Arena do Grêmio,Grêmio,0.0,0.0,Internacional,2016
32,Couto Pereira,Coritiba,1.0,1.0,Fluminense,2016
32,Independência,Atlético-MG,3.0,0.0,Figueirense,2016
32,Arena Condá,Chapecoense,0.0,1.0,Santos,2016
32,Independência,América-MG,1.0,0.0,Athletico-PR,2016
33,Ilha do Retiro,Sport,1.0,0.0,Ponte Preta,2016
33,Maracanã,Fluminense,2.0,2.0,Vitória,2016
33,Neo Química Arena,Corinthians,1.0,1.0,Chapecoense,2016
33,Mineirão,Atlético-MG,2.0,2.0,Flamengo,2016
33,Ligga Arena,Athletico-PR,1.0,0.0,Cruzeiro,2016
33,Luso-Brasileiro,Botafogo,0.0,0.0,Coritiba,2016
33,Beira-Rio,Internacional,1.0,1.0,Santa Cruz,2016
33,Vila Belmiro,Santos,1.0,0.0,Palmeiras,2016
33,Orlando Scarpelli,Figueirense,0.0,0.0,Grêmio,2016
33,Independência,América-MG,1.0,0.0,São Paulo,2016
34,Maracanã,Flamengo,0.0,0.0,Botafogo,2016
34,Morumbi,São Paulo,4.0,0.0,Corinthians,2016
34,Moisés Lucarelli,Ponte Preta,1.0,2.0,Santos,2016
34,Barradão,Vitória,3.0,2.0,Athletico-PR,2016
34,Allianz Parque,Palmeiras,1.0,0.0,Internacional,2016
34,Mineirão,Cruzeiro,4.0,2.0,Fluminense,2016
34,Arruda,Santa Cruz,1.0,0.0,América-MG,2016
34,Couto Pereira,Coritiba,2.0,0.0,Atlético-MG,2016
34,Arena Condá,Chapecoense,1.0,0.0,Figueirense,2016
34,Arena do Grêmio,Grêmio,0.0,3.0,Sport,2016
35,Maracanã,Fluminense,1.0,1.0,Athletico-PR,2016
35,Luso-Brasileiro,Botafogo,0.0,2.0,Chapecoense,2016
35,Couto Pereira,Coritiba,1.0,0.0,Santa Cruz,2016
35,Orlando Scarpelli,Figueirense,1.0,1.0,Corinthians,2016
35,Mineirão,América-MG,0.0,1.0,Flamengo,2016
35,Ilha do Retiro,Sport,0.0,1.0,Cruzeiro,2016
35,Morumbi,São Paulo,1.0,1.0,Grêmio,2016
35,Vila Belmiro,Santos,3.0,2.0,Vitória,2016
35,Independência,Atlético-MG,1.0,1.0,Palmeiras,2016
35,Beira-Rio,Internacional,1.0,1.0,Ponte Preta,2016
36,Barradão,Vitória,4.0,0.0,Figueirense,2016
36,Allianz Parque,Palmeiras,1.0,0.0,Botafogo,2016
36,Mineirão,Cruzeiro,2.0,2.0,Santos,2016
36,Arena do Grêmio,Grêmio,3.0,0.0,América-MG,2016
36,Ligga Arena,Athletico-PR,2.0,0.0,Sport,2016
36,Moisés Lucarelli,Ponte Preta,1.0,0.0,Fluminense,2016
36,Maracanã,Flamengo,2.0,2.0,Coritiba,2016
36,Arena Condá,Chapecoense,2.0,0.0,São Paulo,2016
36,Arruda,Santa Cruz,3.0,3.0,Atlético-MG,2016
36,Neo Química Arena,Corinthians,1.0,0.0,Internacional,2016
37,Luso-Brasileiro,Botafogo,1.0,1.0,Ponte Preta,2016
37,Independência,América-MG,2.0,2.0,Sport,2016
37,Neo Química Arena,Corinthians,0.0,0.0,Athletico-PR,2016
37,Maracanã,Flamengo,2.0,0.0,Santos,2016
37,Allianz Parque,Palmeiras,1.0,0.0,Chapecoense,2016
37,Independência,Atlético-MG,1.0,2.0,São Paulo,2016
37,Beira-Rio,Internacional,1.0,0.0,Cruzeiro,2016
37,Orlando Scarpelli,Figueirense,1.0,0.0,Fluminense,2016
37,Arruda,Santa Cruz,5.0,1.0,Grêmio,2016
37,Couto Pereira,Coritiba,0.0,1.0,Vitória,2016
38,Barradão,Vitória,1.0,2.0,Palmeiras,2016
38,Giulite Coutinho,Fluminense,1.0,1.0,Internacional,2016
38,Pacaembu,São Paulo,5.0,0.0,Santa Cruz,2016
38,Vila Belmiro,Santos,1.0,0.0,América-MG,2016
38,Mineirão,Cruzeiro,3.0,2.0,Corinthians,2016
38,Arena do Grêmio,Grêmio,0.0,1.0,Botafogo,2016
38,Ligga Arena,Athletico-PR,0.0,0.0,Flamengo,2016
38,WO duplo,Chapecoense,#VALOR!.0,#VALOR!.0,Atlético-MG,2016
38,Moisés Lucarelli,Ponte Preta,2.0,0.0,Coritiba,2016
38,Ilha do Retiro,Sport,2.0,0.0,Figueirense,2016
1,Maracanã,Flamengo,1.0,1.0,Atlético-MG,2017
1,Neo Química Arena,Corinthians,1.0,1.0,Chapecoense,2017
1,Maracanã,Fluminense,3.0,2.0,Santos,2017
1,Allianz Parque,Palmeiras,4.0,0.0,Vasco,2017
1,Mineirão,Cruzeiro,1.0,0.0,São Paulo,2017
1,Itaipava Arena Fonte Nova,Bahia,6.0,2.0,Athletico-PR,2017
1,Moisés Lucarelli,Ponte Preta,4.0,0.0,Sport,2017
1,Ressacada,Avaí,0.0,0.0,Vitória,2017
1,Arena do Grêmio,Grêmio,2.0,0.0,Botafogo,2017
1,Couto Pereira,Coritiba,4.0,1.0,Atlético-GO,2017
2,Vila Belmiro,Santos,1.0,0.0,Coritiba,2017
2,Serra Dourada,Atlético-GO,0.0,3.0,Flamengo,2017
2,Arena Condá,Chapecoense,1.0,0.0,Palmeiras,2017
2,São Januário,Vasco,2.0,1.0,Bahia,2017
2,Independência,Atlético-MG,1.0,2.0,Fluminense,2017
2,Ligga Arena,Athletico-PR,0.0,2.0,Grêmio,2017
2,Itaipava Arena Fonte Nova,Vitória,0.0,1.0,Corinthians,2017
2,Nilton Santos (Engenhão),Botafogo,2.0,0.0,Ponte Preta,2017
2,Ilha do Retiro,Sport,1.0,1.0,Cruzeiro,2017
2,Morumbi,São Paulo,2.0,0.0,Avaí,2017
3,São Januário,Vasco,3.0,2.0,Fluminense,2017
3,Morumbi,São Paulo,2.0,0.0,Palmeiras,2017
3,Itaipava Arena Fonte Nova,Vitória,0.0,1.0,Coritiba,2017
3,Independência,Atlético-MG,2.0,2.0,Ponte Preta,2017
3,Vila Belmiro,Santos,0.0,1.0,Cruzeiro,2017
3,Ligga Arena,Athletico-PR,1.0,1.0,Flamengo,2017
3,Serra Dourada,Atlético-GO,0.0,1.0,Corinthians,2017
3,Ilha do Retiro,Sport,4.0,3.0,Grêmio,2017
3,Nilton Santos (Engenhão),Botafogo,1.0,0.0,Bahia,2017
3,Arena Condá,Chapecoense,2.0,0.0,Avaí,2017
4,Couto Pereira,Coritiba,1.0,0.0,Athletico-PR,2017
4,Maracanã,Fluminense,2.0,1.0,Vitória,2017
4,Neo Química Arena,Corinthians,2.0,0.0,Santos,2017
4,Raulino de Oliveira,Flamengo,0.0,0.0,Botafogo,2017
4,Ressacada,Avaí,1.0,0.0,Sport,2017
4,Allianz Parque,Palmeiras,0.0,0.0,Atlético-MG,2017
4,Arena do Grêmio,Grêmio,2.0,0.0,Vasco,2017
4,Moisés Lucarelli,Ponte Preta,1.0,0.0,São Paulo,2017
4,Mineirão,Cruzeiro,0.0,2.0,Chapecoense,2017
4,Itaipava Arena Fonte Nova,Bahia,3.0,0.0,Atlético-GO,2017
5,Maracanã,Fluminense,1.0,1.0,Athletico-PR,2017
5,Independência,Atlético-MG,1.0,0.0,Avaí,2017
5,Couto Pereira,Coritiba,1.0,0.0,Palmeiras,2017
5,Pacaembu,Santos,1.0,0.0,Botafogo,2017
5,São Januário,Vasco,2.0,5.0,Corinthians,2017
5,Ilha do Retiro,Sport,2.0,0.0,Flamengo,2017
5,Morumbi,São Paulo,2.0,0.0,Vitória,2017
5,Olímpico (GO),Atlético-GO,3.0,0.0,Ponte Preta,2017
5,Arena Condá,Chapecoense,3.0,6.0,Grêmio,2017
5,Itaipava Arena Fonte Nova,Bahia,1.0,0.0,Cruzeiro,2017
6,Allianz Parque,Palmeiras,3.0,1.0,Fluminense,2017
6,São Januário,Vasco,2.0,1.0,Sport,2017
6,Nilton Santos (Engenhão),Botafogo,2.0,2.0,Coritiba,2017
6,Neo Química Arena,Corinthians,3.0,2.0,São Paulo,2017
6,Barradão,Vitória,2.0,0.0,Atlético-MG,2017
6,Moisés Lucarelli,Ponte Preta,3.0,2.0,Chapecoense,2017
6,Ressacada,Avaí,1.0,1.0,Flamengo,2017
6,Mineirão,Cruzeiro,2.0,0.0,Atlético-GO,2017
6,Ligga Arena,Athletico-PR,0.0,2.0,Santos,2017
6,Arena do Grêmio,Grêmio,1.0,0.0,Bahia,2017
7,Independência,Atlético-MG,0.0,1.0,Athletico-PR,2017
7,Ilha do Retiro,Sport,0.0,0.0,São Paulo,2017
7,Barradão,Vitória,2.0,2.0,Botafogo,2017
7,Olímpico (GO),Atlético-GO,3.0,1.0,Avaí,2017
7,Luso-Brasileiro,Flamengo,2.0,0.0,Ponte Preta,2017
7,Vila Belmiro,Santos,1.0,0.0,Palmeiras,2017
7,Neo Química Arena,Corinthians,1.0,0.0,Cruzeiro,2017
7,Arena Condá,Chapecoense,2.0,1.0,Vasco,2017
7,Couto Pereira,Coritiba,0.0,0.0,Bahia,2017
7,Maracanã,Fluminense,0.0,2.0,Grêmio,2017
8,Olímpico (GO),Atlético-GO,0.0,1.0,Athletico-PR,2017
8,São Januário,Vasco,1.0,0.0,Avaí,2017
8,Pacaembu,Santos,0.0,0.0,Ponte Preta,2017
8,Couto Pereira,Coritiba,0.0,0.0,Corinthians,2017
8,Maracanã,Fluminense,2.0,2.0,Flamengo,2017
8,Morumbi,São Paulo,1.0,2.0,Atlético-MG,2017
8,Itaipava Arena Fonte Nova,Bahia,2.0,4.0,Palmeiras,2017
8,Arena Condá,Chapecoense,0.0,2.0,Botafogo,2017
8,Ilha do Retiro,Sport,1.0,3.0,Vitória,2017
8,Mineirão,Cruzeiro,3.0,3.0,Grêmio,2017
9,Barradão,Vitória,0.0,2.0,Santos,2017
9,Nilton Santos (Engenhão),Botafogo,3.0,1.0,Vasco,2017
9,Allianz Parque,Palmeiras,1.0,0.0,Atlético-GO,2017
9,Independência,Atlético-MG,2.0,2.0,Sport,2017
9,Ligga Arena,Athletico-PR,1.0,0.0,São Paulo,2017
9,Ressacada,Avaí,0.0,3.0,Fluminense,2017
9,Neo Química Arena,Corinthians,3.0,0.0,Bahia,2017
9,Moisés Lucarelli,Ponte Preta,1.0,0.0,Cruzeiro,2017
9,Luso-Brasileiro,Flamengo,5.0,1.0,Chapecoense,2017
9,Arena do Grêmio,Grêmio,2.0,0.0,Coritiba,2017
10,Vila Belmiro,Santos,0.0,1.0,Sport,2017
10,São Januário,Vasco,1.0,0.0,Atlético-GO,2017
10,Morumbi,São Paulo,1.0,1.0,Fluminense,2017
10,Mineirão,Cruzeiro,2.0,0.0,Coritiba,2017
10,Ligga Arena,Athletico-PR,4.0,1.0,Vitória,2017
10,Arena do Grêmio,Grêmio,0.0,1.0,Corinthians,2017
10,Moisés Lucarelli,Ponte Preta,1.0,2.0,Palmeiras,2017
10,Itaipava Arena Fonte Nova,Bahia,0.0,1.0,Flamengo,2017
10,Arena Condá,Chapecoense,0.0,1.0,Atlético-MG,2017
10,Nilton Santos (Engenhão),Botafogo,0.0,2.0,Avaí,2017
11,Pacaembu,Palmeiras,1.0,0.0,Grêmio,2017
11,Olímpico (GO),Atlético-GO,1.0,1.0,Santos,2017
11,Luso-Brasileiro,Flamengo,2.0,0.0,São Paulo,2017
11,Neo Química Arena,Corinthians,1.0,0.0,Botafogo,2017
11,Independência,Atlético-MG,3.0,1.0,Cruzeiro,2017
11,Ilha do Retiro,Sport,1.0,0.0,Athletico-PR,2017
11,Barradão,Vitória,0.0,0.0,Bahia,2017
11,Durival Britto,Coritiba,2.0,2.0,Vasco,2017
11,Ressacada,Avaí,0.0,0.0,Ponte Preta,2017
11,Giulite Coutinho,Fluminense,3.0,3.0,Chapecoense,2017
12,Olímpico (GO),Atlético-GO,1.0,2.0,Vitória,2017
12,São Januário,Vasco,0.0,1.0,Flamengo,2017
12,Neo Química Arena,Corinthians,2.0,0.0,Ponte Preta,2017
12,Arena Condá,Chapecoense,1.0,1.0,Athletico-PR,2017
12,Mineirão,Cruzeiro,3.0,1.0,Palmeiras,2017
12,Arena do Grêmio,Grêmio,0.0,2.0,Avaí,2017
12,Itaipava Arena Fonte Nova,Bahia,1.0,1.0,Fluminense,2017
12,Nilton Santos (Engenhão),Botafogo,1.0,1.0,Atlético-MG,2017
12,Vila Belmiro,Santos,3.0,2.0,São Paulo,2017
12,Couto Pereira,Coritiba,0.0,3.0,Sport,2017
13,Independência,Atlético-MG,0.0,1.0,Santos,2017
13,Moisés Lucarelli,Ponte Preta,0.0,3.0,Bahia,2017
13,Maracanã,Fluminense,0.0,1.0,Botafogo,2017
13,Allianz Parque,Palmeiras,0.0,2.0,Corinthians,2017
13,Ligga Arena,Athletico-PR,0.0,2.0,Cruzeiro,2017
13,Barradão,Vitória,1.0,4.0,Vasco,2017
13,Luso-Brasileiro,Flamengo,0.0,1.0,Grêmio,2017
13,Morumbi,São Paulo,2.0,2.0,Atlético-GO,2017
13,Arena de Pernambuco,Sport,3.0,0.0,Chapecoense,2017
13,Ressacada,Avaí,1.0,4.0,Coritiba,2017
14,Neo Química Arena,Corinthians,2.0,2.0,Athletico-PR,2017
14,Allianz Parque,Palmeiras,4.0,2.0,Vitória,2017
14,Nilton Santos (Engenhão),Vasco,0.0,0.0,Santos,2017
14,Mineirão,Cruzeiro,1.0,1.0,Flamengo,2017
14,Arena do Grêmio,Grêmio,3.0,1.0,Ponte Preta,2017
14,Olímpico (GO),Atlético-GO,1.0,2.0,Atlético-MG,2017
14,Arena Condá,Chapecoense,2.0,0.0,São Paulo,2017
14,Couto Pereira,Coritiba,1.0,2.0,Fluminense,2017
14,Pituaçu,Bahia,1.0,1.0,Avaí,2017
14,Nilton Santos (Engenhão),Botafogo,2.0,1.0,Sport,2017
15,Vila Belmiro,Santos,1.0,0.0,Chapecoense,2017
15,Barradão,Vitória,1.0,3.0,Grêmio,2017
15,Moisés Lucarelli,Ponte Preta,4.0,0.0,Coritiba,2017
15,Ressacada,Avaí,0.0,0.0,Corinthians,2017
15,Luso-Brasileiro,Flamengo,2.0,2.0,Palmeiras,2017
15,Morumbi,São Paulo,1.0,0.0,Vasco,2017
